0,1520
1,1520
2,1520
3,1520
4,1520
5,1520
6,1520
7,1520
8,1520
9,1520
10,1520
11,1520
12,1520
13,1520
14,1520
15,1520
16,1520
17,1520
18,1520
19,1520
20,1520
21,1520
22,1520
23,1520
24,1520
25,1520
26,1520
27,1520
28,1520
29,1520
30,1520
31,38000
32,38000
33,38000
34,38000
35,38000
36,38000
37,38000
38,38000
39,38000
40,38000
41,38000
42,38000
43,38000
44,38000
45,38000
46,38000
47,38000
48,38000
49,38000
50,38000
51,38000
52,38000
53,38000
54,38000
55,38000
56,38000
57,38000
58,38000
59,38000
60,38000
61,38000
62,38000
63,38000
64,38000
65,38000
66,38000
67,38000
68,38000
69,38000
70,38000
71,38000
72,38000
73,38000
74,38000
75,38000
76,38000
77,38000
78,38000
79,38000
80,38000
81,38000
82,38000
83,38000
84,38000
85,38000
86,38000
87,38000
88,38000
89,38000
90,38000
91,38000
92,38000
93,38000
94,38000
95,38000
96,38000
97,38000
98,38000
99,38000
100,38000
101,38000
102,38000
103,38000
104,38000
105,38000
106,38000
107,38000
108,38000
109,38000
110,38000
111,38000
112,38000
113,38000
114,38000
115,38000
116,38000
117,38000
118,38000
119,38000
120,38000
121,38000
122,38000
123,38000
124,38000
125,38000
126,38000
127,38000
128,38000
129,38000
130,38000
131,38000
132,38000
133,38000
134,38000
135,38000
136,38000
137,38000
138,38000
139,38000
140,38000
141,38000
142,38000
143,38000
144,38000
145,38000
146,38000
147,38000
148,38000
149,38000
150,38000
151,38000
152,38000
153,38000
154,38000
155,38000
156,38000
157,38000
158,38000
159,38000
160,38000
161,7600
162,7600
163,7600
164,7600
165,7600
166,7600
167,7600
168,7600
169,7600
170,7600
171,7600
172,7600
173,7600
174,7600
175,7600
176,7600
177,7600
178,7600
179,7600
180,7600
181,7600
182,7600
183,7600
184,7600
185,7600
186,7600
187,7600
188,7600
189,7600
190,7600
191,7600
192,7600
193,44080
194,44080
195,44080
196,44080
197,44080
198,44080
199,44080
200,44080
201,44080
202,44080
203,44080
204,44080
205,44080
206,44080
207,44080
208,44080
209,44080
210,44080
211,44080
212,44080
213,44080
214,44080
215,44080
216,44080
217,44080
218,44080
219,44080
220,44080
221,44080
222,44080
223,44080
224,44080
225,44080
226,44080
227,44080
228,44080
229,44080
230,44080
231,44080
232,44080
233,44080
234,44080
235,44080
236,44080
237,44080
238,44080
239,44080
240,44080
241,44080
242,44080
243,44080
244,44080
245,44080
246,44080
247,44080
248,44080
249,44080
250,44080
251,44080
252,44080
253,44080
254,44080
255,44080
256,44080
257,44080
258,44080
259,44080
260,44080
261,44080
262,44080
263,44080
264,44080
265,44080
266,44080
267,44080
268,44080
269,44080
270,44080
271,44080
272,44080
273,44080
274,44080
275,44080
276,44080
277,44080
278,44080
279,44080
280,44080
281,44080
282,44080
283,44080
284,44080
285,44080
286,44080
287,44080
288,44080
289,80560
290,80560
291,80560
292,80560
293,80560
294,80560
295,80560
296,80560
297,80560
298,80560
299,80560
300,80560
301,80560
302,80560
303,80560
304,80560
305,80560
306,80560
307,80560
308,80560
309,80560
310,80560
311,80560
312,80560
313,80560
314,80560
315,80560
316,80560
317,80560
318,80560
319,80560
320,80560
321,80560
322,80560
323,80560
324,80560
325,80560
326,80560
327,80560
328,80560
329,80560
330,80560
331,80560
332,80560
333,80560
334,80560
335,80560
336,80560
337,80560
338,80560
339,80560
340,80560
341,80560
342,80560
343,80560
344,80560
345,80560
346,80560
347,80560
348,80560
349,80560
350,80560
351,80560
352,80560
353,80560
354,80560
355,80560
356,80560
357,80560
358,80560
359,80560
360,80560
361,80560
362,80560
363,80560
364,80560
365,80560
366,80560
367,80560
368,80560
369,80560
370,80560
371,80560
372,80560
373,80560
374,80560
375,80560
376,80560
377,80560
378,80560
379,80560
380,80560
381,80560
382,80560
383,80560
384,80560
385,80560
386,80560
387,80560
388,80560
389,80560
390,80560
391,80560
392,80560
393,80560
394,80560
395,80560
396,80560
397,80560
